,Brand,Name,Type,ID,Time of Extraction,PageTitle,PageUrl,Price,Composition,Leather,Cotton,Polyester,Acrylic,Rayon,Modal,Spandex,Nylon,Polyamide,Viscose,Elastane,linen,Lyocell
153,H&M,Ribbed Sweater,outterwear/jacket,0905811002,08/18/2020 17:09:56,Ribbed Sweater - Cream - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0905811002.html,$24.99,"viscose 85%, polyamide 15%", , , , , , , , ,15%,85%, , , 
154,H&M,Hoodie,outterwear/jacket,0874110002,08/18/2020 17:10:05,Hoodie - Powder pink - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0874110002.html,$17.99,"shell: cotton 60%, polyester 40%bottom part: cotton 95%, elastane 5%", ,60%,40%, , , , , , , ,5%, , 
155,H&M,Fluffy Turtleneck Sweater,outterwear/jacket,0936057002,08/18/2020 17:10:12,Fluffy Turtleneck Sweater - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0936057002.html,$24.99,"acrylic 50%, polyamide 50%", , , ,50%, , , , ,50%, , , , 
156,H&M,Pin-tuck-detail Dress,dress,0891542001,08/18/2020 17:10:18,Pin-tuck-detail Dress - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0891542001.html,$34.99,shell: polyester 100%lining: polyester 100%, , ,100%, , , , , , , , , , 
157,H&M,Ankle-length Slacks,bottoms,0783346016,08/18/2020 17:10:27,Ankle-length Slacks - Khaki green - | H&M US,https://www2.hm.com/en_us/productpage.0783346016.html,$14.99,"cotton 61%, polyester 36%, elastane 3%", ,61%,36%, , , , , , , ,3%, , 
158,H&M,Scalloped-edge Blouse,top,0916866001,08/18/2020 17:10:36,Scalloped-edge Blouse - Cream - | H&M US,https://www2.hm.com/en_us/productpage.0916866001.html,$29.99,polyester 100%, , ,100%, , , , , , , , , , 
159,H&M,Rib-knit Sweater,outterwear/jacket,0906305001,08/18/2020 17:10:46,Rib-knit Sweater - Cream - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0906305001.html,$24.99,"cotton 60%, acrylic 40%", ,60%, ,40%, , , , , , , , , 
160,H&M,Ribbed Tank Top,top,0868680006,08/18/2020 17:10:54,Ribbed Tank Top - Light purple - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0868680006.html,$9.99,"cotton 95%, elastane 5%", ,95%, , , , , , , , ,5%, , 
161,H&M,Wrapover-back Sweater,outterwear/jacket,0903790001,08/18/2020 17:11:00,Wrapover-back Sweater - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0903790001.html,$24.99,"viscose 72%, polyamide 28%", , , , , , , , ,28%,72%, , , 
162,H&M,Gathered-sleeve Jacket,outterwear/jacket,0887934001,08/18/2020 17:11:06,Gathered-sleeve Jacket - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0887934001.html,$49.99,"shell: polyester 71%, viscose 27%, elastane 2%lining: polyester 100%", , ,71%, , , , , , ,27%,2%, , 
163,H&M,Culottes,other,0895762003,08/18/2020 17:11:13,Culottes - Light beige - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0895762003.html,$34.99,"lining: polyester 100%shell: viscose 93%, elastane 7%", , ,100%, , , , , , ,93%,7%, , 
164,H&M,Short Dress,bottoms,0889000002,08/18/2020 17:11:18,Short Dress - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0889000002.html,$17.99,"polyester 97%, elastane 3%", , ,97%, , , , , , , ,3%, , 
165,H&M,Rib-knit Sweater,outterwear/jacket,0906088003,08/18/2020 17:11:25,Rib-knit Sweater - Light gray - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0906088003.html,$39.99,"viscose 85%, polyamide 15%", , , , , , , , ,15%,85%, , , 
166,H&M,Linen Utility Skirt,bottoms,0881891001,08/18/2020 17:11:31,Linen Utility Skirt - Light beige - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0881891001.html,$34.99,linen 100%, , , , , , , , , , , ,100%, 
167,H&M,Hoodie,outterwear/jacket,0874110001,08/18/2020 17:11:37,Hoodie - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0874110001.html,$17.99,"shell: cotton 60%, polyester 40%", ,60%,40%, , , , , , , , , , 
168,H&M,Denim Paper-bag Shorts,bottoms,0837741002,08/18/2020 17:11:44,Denim Paper-bag Shorts - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0837741002.html,$29.99,cotton 100%, ,100%, , , , , , , , , , , 
169,H&M,Twill Shacket,other,0919037004,08/18/2020 17:11:50,Twill Shacket - Light purple - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0919037004.html,$29.99,cotton 100%, ,100%, , , , , , , , , , , 
170,H&M,Ribbed Pencil Skirt,bottoms,0902992001,08/18/2020 17:11:56,Ribbed Pencil Skirt - Beige - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0902992001.html,$17.99,"polyester 67%, viscose 30%, elastane 3%", , ,67%, , , , , , ,30%,3%, , 
171,H&M,Cotton Paper-bag Shorts,bottoms,0859105004,08/18/2020 17:12:03,Cotton Paper-bag Shorts - Light pink - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0859105004.html,$12.99,shell: cotton 100%pocket lining: cotton 100%, ,100%, , , , , , , , , , , 
172,H&M,Ribbed Jersey Cardigan,outterwear/jacket,0890554001,08/18/2020 17:12:10,Ribbed Jersey Cardigan - Light pink - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0890554001.html,$14.99,"cotton 57%, polyester 38%, elastane 5%", ,57%,38%, , , , , , , ,5%, , 
173,H&M,Wide Leg Cropped Jeans,bottoms,0839790003,08/18/2020 17:12:16,Wide Leg Cropped Jeans - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0839790003.html,$24.99,"cotton 99%, elastane 1%", ,99%, , , , , , , , ,1%, , 
174,H&M,Oversized Jacket,outterwear/jacket,0906741002,08/18/2020 17:12:23,Oversized Jacket - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0906741002.html,$49.99,"shell: polyester 64%, viscose 34%, elastane 2%lining: polyester 100%", , ,64%, , , , , , ,34%,2%, , 
175,H&M,Denim Shirt,top,0875272003,08/18/2020 17:12:31,Denim Shirt - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0875272003.html,$29.99,shell: cotton 100%lining: polyester 100%, ,100%,100%, , , , , , , , , , 
176,H&M,Super Skinny High Jeans,bottoms,0621381027,08/18/2020 17:12:39,Super Skinny High Jeans - Beige - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0621381027.html,$19.99,"cotton 99%, elastane 1%", ,99%, , , , , , , , ,1%, , 
177,H&M,Ribbed Tank Top,top,0917434003,08/18/2020 17:12:47,Ribbed Tank Top - Dark gray - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0917434003.html,$7.99,"cotton 95%, elastane 5%", ,95%, , , , , , , , ,5%, , 
178,H&M,Ribbed Tank Top,top,0868680007,08/18/2020 17:12:54,Ribbed Tank Top - Light gray melange - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0868680007.html,$9.99,"cotton 95%, elastane 5%", ,95%, , , , , , , , ,5%, , 
179,H&M,Back-laced Dress,dress,0890585001,08/18/2020 17:12:59,Back-laced Dress - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0890585001.html,$29.99,lining: polyester 100%shell: polyester 100%, , ,100%, , , , , , , , , , 
180,H&M,T-shirt with Motif,top,0762470144,08/18/2020 17:13:11,T-shirt with Motif - Light gray melange/Coca-Cola - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0762470144.html,$12.99,"cotton 58%, polyester 42%", ,58%,42%, , , , , , , , , , 
181,H&M,Ribbed Dress,dress,0868060003,08/18/2020 17:13:17,Ribbed Dress - Powder pink - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0868060003.html,$12.99,"cotton 93%, elastane 7%", ,93%, , , , , , , , ,7%, , 
182,H&M,Stand-up Collar Top,top,0921226001,08/18/2020 17:13:24,Stand-up Collar Top - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0921226001.html,$12.99,"polyester 95%, elastane 5%", , ,95%, , , , , , , ,5%, , 
183,H&M,Printed Sweatshirt,top,0880257001,08/18/2020 17:13:31,Printed Sweatshirt - Light pink/NASA - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0880257001.html,$12.99,cotton 100%, ,100%, , , , , , , , , , , 
184,H&M,Cotton T-shirt,top,0909531001,08/18/2020 17:13:37,Cotton T-shirt - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0909531001.html,$12.99,cotton 100%, ,100%, , , , , , , , , , , 
185,H&M,Tie-hem T-shirt,top,0816591003,08/18/2020 17:13:45,Tie-hem T-shirt - White/Barbados - | H&M US,https://www2.hm.com/en_us/productpage.0816591003.html,$12.99,cotton 100%, ,100%, , , , , , , , , , , 
186,H&M,Crisp Rustle Pants,bottoms,0903357002,08/18/2020 17:13:51,Crisp Rustle Pants - Taupe - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0903357002.html,$24.99,polyamide 100%, , , , , , , , ,100%, , , , 
187,H&M,Cotton Jersey Cardigan,outterwear/jacket,0922753002,08/18/2020 17:13:58,Cotton Jersey Cardigan - Mint green - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0922753002.html,$12.99,cotton 100%, ,100%, , , , , , , , , , , 
188,H&M,Crinkled Puff-sleeved Blouse,top,0923466001,08/18/2020 17:14:05,Crinkled Puff-sleeved Blouse - Light beige - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0923466001.html,$17.99,"polyester 99%, elastane 1%", , ,99%, , , , , , , ,1%, , 
189,H&M,Jersey T-shirt,top,0717490075,08/18/2020 17:14:11,Jersey T-shirt - Light gray melange/Love - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0717490075.html,$5.99,"viscose 50%, cotton 50%", ,50%, , , , , , , ,50%, , , 
190,H&M,Bouclé Jacket,outterwear/jacket,0895991001,08/18/2020 17:14:17,Bouclé Jacket - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0895991001.html,$59.99,"shell: polyester 55%, wool 23%, acrylic 22%lining: polyester 100%", , ,55%,22%, , , , , , , , , 
191,H&M,Puff-sleeved Blouse,top,0894141006,08/18/2020 17:14:28,Puff-sleeved Blouse - White/black patterned - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0894141006.html,$17.99,cotton 100%, ,100%, , , , , , , , , , , 
192,H&M,H&M+ Sweatshirt Dress,top,0902510003,08/18/2020 17:14:33,H&M+ Sweatshirt Dress - Black/Star Wars - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0902510003.html,$34.99,"shell: cotton 65%, polyester 35%hood lining: cotton 100%elastic ribbing: cotton 95%, elastane 5%", ,65%,35%, , , , , , , ,5%, , 
193,H&M,Faux Leather Blouse,top,0888403001,08/18/2020 17:14:39,Faux Leather Blouse - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0888403001.html,$29.99,shell: polyester 100%coating: polyurethane 100%, , ,100%, , , , , , , , , , 
194,H&M,Fluffy Turtleneck Sweater,outterwear/jacket,0936057001,08/18/2020 17:14:47,Fluffy Turtleneck Sweater - Cerise - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0936057001.html,$24.99,"acrylic 50%, polyamide 50%", , , ,50%, , , , ,50%, , , , 
195,H&M,V-neck Bodysuit,bodysuit/romper,0923468001,08/18/2020 17:14:53,V-neck Bodysuit - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0923468001.html,$14.99,"polyester 67%, viscose 30%, elastane 3%", , ,67%, , , , , , ,30%,3%, , 
196,H&M,A-line Skirt,bottoms,0674606075,08/18/2020 17:14:59,A-line Skirt - Light pink/twill - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0674606075.html,$24.99,cotton 100%, ,100%, , , , , , , , , , , 
197,H&M,H&M+ Curvy High Ankle Jeggings,other,0881244004,08/18/2020 17:15:07,H&M+ Curvy High Ankle Jeggings - Denim blue - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0881244004.html,$24.99,"cotton 70%, polyester 26%, other fibers 3%, elastane 1%", ,70%,26%, , , , , , , ,1%, , 
198,H&M,Crêped Dress,dress,0913720001,08/18/2020 17:15:12,Crêped Dress - Black/white dotted - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0913720001.html,$29.99,"polyester 97%, elastane 3%", , ,97%, , , , , , , ,3%, , 
199,H&M,Printed T-shirt,top,0874122003,08/18/2020 17:15:18,Printed T-shirt - White/rabbit - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0874122003.html,$5.99,cotton 100%, ,100%, , , , , , , , , , , 
200,H&M,Puff-sleeved Wrapover Blouse,top,0904381001,08/18/2020 17:15:25,Puff-sleeved Wrapover Blouse - Light khaki green - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0904381001.html,$39.99,polyester 100%, , ,100%, , , , , , , , , , 
201,H&M,Knee-length Skirt,bottoms,0652730004,08/18/2020 17:15:32,Knee-length Skirt - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0652730004.html,$34.99,"polyester 64%, elastane 32%, viscose 4%lining: polyester 100%", , ,64%, , , , , , ,4%,32%, , 
202,H&M,Puff-sleeved Top,top,0878756001,08/18/2020 17:15:38,Puff-sleeved Top - Black/purple floral - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0878756001.html,$19.99,shell: polyester 100%lining: polyester 100%, , ,100%, , , , , , , , , , 
203,H&M,Ribbed Tank Top,top,0917434001,08/18/2020 17:15:44,Ribbed Tank Top - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0917434001.html,$7.99,"cotton 95%, elastane 5%", ,95%, , , , , , , , ,5%, , 
204,H&M,Boat-necked Jersey Top,top,0685347001,08/18/2020 17:15:50,Boat-necked Jersey Top - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0685347001.html,$12.99,"cotton 95%, elastane 5%", ,95%, , , , , , , , ,5%, , 
205,H&M,Push Up Low Jeggings,other,0882882001,08/18/2020 17:15:57,Push Up Low Jeggings - Light denim blue - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0882882001.html,$29.99,"cotton 89%, polyester 8%, elastane 3%", ,89%,8%, , , , , , , ,3%, , 
206,H&M,Ribbed T-shirt,top,0890684002,08/18/2020 17:16:06,Ribbed T-shirt - Light pink/striped - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0890684002.html,$12.99,"cotton 53%, polyester 40%, elastane 7%", ,53%,40%, , , , , , , ,7%, , 
207,H&M,Belted Jumpsuit,bodysuit/romper,0889771002,08/18/2020 17:16:13,Belted Jumpsuit - Cream - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0889771002.html,$24.99,"polyester 95%, elastane 5%", , ,95%, , , , , , , ,5%, , 
208,H&M,Long Tank Top,top,0717464007,08/18/2020 17:16:19,Long Tank Top - Light gray melange - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0717464007.html,$4.99,"cotton 85%, viscose 10%, elastane 5%", ,85%, , , , , , , ,10%,5%, , 
209,H&M,Calf-length Jumpsuit,bodysuit/romper,0898411001,08/18/2020 17:16:26,Calf-length Jumpsuit - Light beige - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0898411001.html,$49.99,"pocket lining: polyester 80%, cotton 20%shell: polyester 51%, viscose 45%, elastane 4%", ,20%,80%, , , , , , ,45%,4%, , 
210,H&M,Knit Sweater,outterwear/jacket,0868641002,08/18/2020 17:16:33,Knit Sweater - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0868641002.html,$24.99,"acrylic 70%, polyamide 30%", , , ,70%, , , , ,30%, , , , 
211,H&M,Slit-hem Skirt,bottoms,0874546003,08/18/2020 17:16:40,Slit-hem Skirt - Pink/dotted - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0874546003.html,$24.99,"polyester 95%, elastane 5%", , ,95%, , , , , , , ,5%, , 
212,H&M,Puff-sleeved Dress,dress,0855816001,08/18/2020 17:16:47,Puff-sleeved Dress - Black/small flowers - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0855816001.html,$17.99,"polyester 99%, elastane 1%", , ,99%, , , , , , , ,1%, , 
213,H&M,Lyocell Denim Dress,dress,0836131001,08/18/2020 17:16:55,Lyocell Denim Dress - Denim blue - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0836131001.html,$24.99,lyocell 100%, , , , , , , , , , , , ,100%
214,H&M,Embroidered Blouse,top,0902445002,08/18/2020 17:17:03,Embroidered Blouse - White - | H&M US,https://www2.hm.com/en_us/productpage.0902445002.html,$29.99,cotton 100%, ,100%, , , , , , , , , , , 
215,H&M,Puff-sleeved Sweater,outterwear/jacket,0915529001,08/18/2020 17:17:09,Puff-sleeved Sweater - Dark beige - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0915529001.html,$19.99,"polyester 52%, acrylic 38%, wool 8%, elastane 2%", , ,52%,38%, , , , , , ,2%, , 
216,H&M,Puff-sleeved Sweater,outterwear/jacket,0915529003,08/18/2020 17:17:16,Puff-sleeved Sweater - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0915529003.html,$19.99,"polyester 52%, acrylic 38%, wool 8%, elastane 2%", , ,52%,38%, , , , , , ,2%, , 
217,H&M,Ruffle-trimmed Dress,dress,0877014005,08/18/2020 17:17:22,Ruffle-trimmed Dress - Light pink/large flowers - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0877014005.html,$24.99,"lyocell 51%, viscose 49%", , , , , , , , , ,49%, , ,51%
218,H&M,Chiffon Dress,dress,0852369001,08/18/2020 17:17:29,Chiffon Dress - Powder pink/floral - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0852369001.html,$49.99,shell: polyester 100%lining: polyester 100%, , ,100%, , , , , , , , , , 
219,H&M,Long Shacket,other,0891591007,08/18/2020 17:17:38,Long Shacket - Light beige melange - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0891591007.html,$59.99,"shell: polyester 88%, wool 12%lining: polyester 100%", , ,88%, , , , , , , , , , 
220,H&M,Rhinestone-button Shirt,top,0938182001,08/18/2020 17:17:44,Rhinestone-button Shirt - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0938182001.html, ,cotton 100%, ,100%, , , , , , , , , , , 
221,H&M,Wool-blend Coat,other,0894762002,08/18/2020 17:17:51,Wool-blend Coat - Taupe - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0894762002.html,$129.00,"shell: wool 51%, polyester 44%, polyamide 4%, acrylic 1%lining: polyester 55%, viscose 45%", , ,44%,1%, , , , ,4%,45%, , , 
222,H&M,Cotton Beach Dress,dress,0812668002,08/18/2020 17:17:57,Cotton Beach Dress - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0812668002.html,$34.99,cotton 100%, ,100%, , , , , , , , , , , 
223,H&M,Button-front Dress,dress,0878013001,08/18/2020 17:18:04,Button-front Dress - Black/patterned - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0878013001.html,$34.99,viscose 100%, , , , , , , , , ,100%, , , 
224,H&M,Ruffle-trimmed Dress,dress,0877014008,08/18/2020 17:18:10,Ruffle-trimmed Dress - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0877014008.html,$24.99,cotton 100%, ,100%, , , , , , , , , , , 
225,H&M,Embrace High Ankle Jeans,bottoms,0882899003,08/18/2020 17:18:17,Embrace High Ankle Jeans - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0882899003.html,$39.99,"cotton 92%, elasterell-p 6%, elastane 2%", ,92%, , , , , , , , ,2%, , 
226,H&M,Balloon-sleeved Cotton Dress,dress,0876770001,08/18/2020 17:18:24,Balloon-sleeved Cotton Dress - White/palm leaves - | H&M US,https://www2.hm.com/en_us/productpage.0876770001.html,$39.99,cotton 100%, ,100%, , , , , , , , , , , 
227,H&M,Pleated Skirt,bottoms,0869379011,08/18/2020 17:18:30,Pleated Skirt - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0869379011.html,$24.99,polyester 100%, , ,100%, , , , , , , , , , 
228,H&M,Embroidered Dress,dress,0882471002,08/18/2020 17:18:36,Embroidered Dress - Light blue - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0882471002.html,$69.99,viscose 100%, , , , , , , , , ,100%, , , 
229,H&M,Crinkled Cotton Dress,dress,0862167004,08/18/2020 17:18:42,Crinkled Cotton Dress - Light pink/floral - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0862167004.html,$24.99,"cotton 99%, elastane 1%", ,99%, , , , , , , , ,1%, , 
230,H&M,Long Cardigan,outterwear/jacket,0863595006,08/18/2020 17:18:48,Long Cardigan - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0863595006.html,$19.99,"polyester 52%, acrylic 41%, wool 4%, elastane 3%", , ,52%,41%, , , , , , ,3%, , 
231,H&M,Long Shacket,other,0891591001,08/18/2020 17:18:55,Long Shacket - Light gray/blue plaid - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0891591001.html,$59.99,"lining: polyester 100%shell: wool 51%, polyester 48%, acrylic 1%", , ,100%,1%, , , , , , , , , 
232,H&M,Straight-cut Jacket,outterwear/jacket,0824499004,08/18/2020 17:19:00,Straight-cut Jacket - Black/brown plaid - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0824499004.html,$49.99,"polyester 63%, viscose 32%, elastane 5%lining: polyester 100%", , ,63%, , , , , , ,32%,5%, , 
233,H&M,Cotton Shirt Dress,top,0907121001,08/18/2020 17:19:07,Cotton Shirt Dress - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0907121001.html,$34.99,cotton 100%, ,100%, , , , , , , , , , , 
234,H&M,Ruffle-trimmed Cotton Dress,dress,0903359001,08/18/2020 17:19:13,Ruffle-trimmed Cotton Dress - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0903359001.html,$29.99,cotton 100%, ,100%, , , , , , , , , , , 
235,H&M,Crinkled Cotton Dress,dress,0862167006,08/18/2020 17:19:20,Crinkled Cotton Dress - Light purple - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0862167006.html,$24.99,"cotton 99%, elastane 1%", ,99%, , , , , , , , ,1%, , 
236,H&M,Calf-length Skirt,bottoms,0923460001,08/18/2020 17:19:26,Calf-length Skirt - Beige/leopard print - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0923460001.html,$29.99,viscose 100%, , , , , , , , , ,100%, , , 
237,H&M,Long Sleeveless Dress,dress,0878972002,08/18/2020 17:19:32,Long Sleeveless Dress - White/blue patterned - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0878972002.html,$39.99,shell: cotton 100%lining: cotton 100%, ,100%, , , , , , , , , , , 
238,H&M,Sweatshorts High Waist,bottoms,0852746001,08/18/2020 17:19:38,Sweatshorts High Waist - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0852746001.html,$12.99,"waist: elastane 100%shell: cotton 57%, polyester 43%pocket lining: cotton 90%, viscose 10%", ,57%,43%, , , , , , ,10%,100%, , 
239,H&M,Long Shacket,other,0891591003,08/18/2020 17:19:46,Long Shacket - Black melange - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0891591003.html,$59.99,shell: polyester 100%lining: polyester 100%, , ,100%, , , , , , , , , , 
240,H&M,Fine-knit Cashmere Joggers,bottoms,0818621004,08/18/2020 17:19:53,Fine-knit Cashmere Joggers - Light taupe - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0818621004.html,$129.00,cashmere 100%, , , , , , , , , , , , , 
241,H&M,Sweatshirt,top,0906830002,08/18/2020 17:19:59,Sweatshirt - Cream - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0906830002.html,$24.99,"cotton 60%, polyester 40%", ,60%,40%, , , , , , , , , , 
242,H&M,A-line Dress,dress,0889379003,08/18/2020 17:20:06,A-line Dress - White/large flowers - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0889379003.html,$24.99,"viscose 82%, polyamide 18%", , , , , , , , ,18%,82%, , , 
243,H&M,Rib-knit Sweater Vest,outterwear/jacket,0915526002,08/18/2020 17:20:12,Rib-knit Sweater Vest - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0915526002.html,$19.99,"cotton 60%, acrylic 40%", ,60%, ,40%, , , , , , , , , 
244,H&M,Bouclé Jacket,outterwear/jacket,0921571001,08/18/2020 17:20:19,Bouclé Jacket - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0921571001.html,$59.99,"lining: polyester 56%, viscose 44%detail: polyester 55%, wool 23%, acrylic 22%shell: polyester 50%, acrylic 25%, wool 25%", , ,56%,22%, , , , , ,44%, , , 
245,H&M,Sweatshorts High Waist,bottoms,0852746002,08/18/2020 17:20:25,Sweatshorts High Waist - Light gray melange - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0852746002.html,$12.99,"waist: elastane 100%pocket lining: cotton 90%, viscose 10%shell: cotton 80%, polyester 15%, viscose 5%", ,90%,15%, , , , , , ,10%,100%, , 
246,H&M,Embrace Slim High Ankle Jeans,bottoms,0905365006,08/18/2020 17:20:32,Embrace Slim High Ankle Jeans - Denim blue - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0905365006.html,$39.99,"cotton 92%, elasterell-p 6%, elastane 2%", ,92%, , , , , , , , ,2%, , 
247,H&M,Large-collared Blouse,top,0913688001,08/18/2020 17:20:37,Large-collared Blouse - White - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0913688001.html,$19.99,cotton 100%, ,100%, , , , , , , , , , , 
248,H&M,Wide-leg Sweatshorts,bottoms,0868064008,08/18/2020 17:20:43,Wide-leg Sweatshorts - Cream - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0868064008.html,$12.99,"cotton 60%, polyester 40%", ,60%,40%, , , , , , , , , , 
249,H&M,Wide-leg Sweatshorts,bottoms,0868064001,08/18/2020 17:20:49,Wide-leg Sweatshorts - Black - Ladies | H&M US,https://www2.hm.com/en_us/productpage.0868064001.html,$12.99,"cotton 60%, polyester 40%", ,60%,40%, , , , , , , , , , 
