,Brand,Name,Type,ID,Time of Extraction,PageTitle,PageUrl,Price,Composition,Leather,Cotton,Polyester,Acrylic,Rayon,Modal,Spandex,Nylon,Polyamide,Viscose,Elastane,linen,Lyocell
20,JCPenny,a.n.a Womens Short Sleeve Camp Shirt,top,8420354,08/18/2020 19:10:02,"a.n.a Womens Short Sleeve Camp Shirt, Color: Very Natural - JCPenney",https://www.jcpenney.com/p/ana-womens-short-sleeve-camp-shirt/ppr5007953520?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$35,"fabric content: 55% cotton, 45% rayon", ,55% , , ,45% , , , , , , , , 
21,JCPenny,Xersion Womens V Neck Short Sleeve Graphic T-Shirt,top,8400521,08/18/2020 19:10:07,Xersion Womens V Neck Short Sleeve Graphic T-Shirt - JCPenney,https://www.jcpenney.com/p/xersion-womens-v-neck-short-sleeve-graphic-t-shirt/ppr5007956873?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$12.99,"fabric content: 65% polyester, 35% rayon", , ,65% , ,35% , , , , , , , , 
22,JCPenny,Nike Womens Crew Neck Short Sleeve Graphic T-Shirt,top,8340530,08/18/2020 19:10:13,"Nike Womens Crew Neck Short Sleeve Graphic T-Shirt, Color: Light Thistle Blue - JCPenney",https://www.jcpenney.com/p/nike-womens-crew-neck-short-sleeve-graphic-t-shirt/ppr5007921217?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$30,fabric content: 100% polyester, , ,100% , , , , , , , , , , 
23,JCPenny,Liz Claiborne Womens Split Crew Neck Short Sleeve Blouse,top,8140406,08/18/2020 19:10:18,Liz Claiborne Womens Split Crew Neck Short Sleeve Blouse - JCPenney,https://www.jcpenney.com/p/liz-claiborne-womens-split-crew-neck-short-sleeve-blouse/ppr5007945455?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$18,"fabric content: 95% polyester, 5% spandex", , ,95% , , , ,5% , , , , , , 
24,JCPenny,Liz Claiborne Womens Sleeveless Regular Fit Button-Down Shirt,top,8510520,08/18/2020 19:10:23,Liz Claiborne Womens Sleeveless Regular Fit Button-Down Shirt - JCPenney,https://www.jcpenney.com/p/liz-claiborne-womens-sleeveless-regular-fit-button-down-shirt/ppr5007931855?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$22.20,"fabric content: 99% rayon, 1% other 5% or less", , , , ,99% , , , , , , , , 
25,JCPenny,Artesia Womens 3/4 Sleeve Kimono,other,6265016,08/18/2020 19:10:29,"Artesia Womens 3/4 Sleeve Kimono, Color: Pale Blush - JCPenney",https://www.jcpenney.com/p/artesia-womens-3-4-sleeve-kimono/ppr5007947255?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$34.99,fabric content: 100% rayon, , , , ,100% , , , , , , , , 
26,JCPenny,Xersion Womens Train Nylon Tank Top,top,8400512,08/18/2020 19:10:34,"Xersion Womens Train Nylon Tank Top, Color: Castor Gray - JCPenney",https://www.jcpenney.com/p/xersion-womens-train-nylon-tank-top/ppr5007946986?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$17.99,"fabric content: 75% nylon, 25% spandex", , , , , , ,25% ,75% , , , , , 
27,JCPenny,Nike Womens Crew Neck Short Sleeve Graphic T-Shirt,top,8340522,08/18/2020 19:10:39,Nike Womens Crew Neck Short Sleeve Graphic T-Shirt - JCPenney,https://www.jcpenney.com/p/nike-womens-crew-neck-short-sleeve-graphic-t-shirt/ppr5007919635?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$22.50,"fabric content: 50% polyester, 25% rayon, 25% cotton", ,25% ,50% , ,25% , , , , , , , , 
28,JCPenny,Worthington Womens V Neck Sleeveless Peplum Top,top,8330266,08/18/2020 19:10:45,Worthington Womens V Neck Sleeveless Peplum Top - JCPenney,https://www.jcpenney.com/p/worthington-womens-v-neck-sleeveless-peplum-top/ppr5007966425?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$24.99,"fabric content: 90% rayon, 10% linen", , , , ,90% , , , , , , ,10% , 
29,JCPenny,Black Label by Evan-Picone Womens Keyhole Neck Sleeveless Blouse,top,2282066,08/18/2020 19:10:50,"Black Label by Evan-Picone Womens Keyhole Neck Sleeveless Blouse, Color: Hunter Multi - JCPenney",https://www.jcpenney.com/p/black-label-by-evan-picone-womens-keyhole-neck-sleeveless-blouse/ppr5007961366?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$42,"fabric content: 96% polyester, 4% spandex", , ,96% , , , ,4% , , , , , , 
30,JCPenny,a.n.a Womens Square Neck Sleeveless Tank Top,top,8420368,08/18/2020 19:10:55,a.n.a Womens Square Neck Sleeveless Tank Top - JCPenney,https://www.jcpenney.com/p/ana-womens-square-neck-sleeveless-tank-top/ppr5007987712?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$12.99,"fabric content: 52% cotton, 48% polyester", ,52% ,48% , , , , , , , , , , 
31,JCPenny,St. John's Bay Womens Round Neck Sleeveless Blouse,top,8450494,08/18/2020 19:11:01,St. John's Bay Womens Round Neck Sleeveless Blouse - JCPenney,https://www.jcpenney.com/p/st-johns-bay-womens-round-neck-sleeveless-blouse/ppr5007947944?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$37,"fabric content: 55% linen, 45% cotton", ,45% , , , , , , , , , ,55% , 
32,JCPenny,Artesia Womens 3/4 Sleeve Kimono,other,6265026,08/18/2020 19:11:06,"Artesia Womens 3/4 Sleeve Kimono, Color: White - JCPenney",https://www.jcpenney.com/p/artesia-womens-3-4-sleeve-kimono/ppr5007947268?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$34.99,fabric content: 100% nylon, , , , , , , ,100% , , , , , 
33,JCPenny,a.n.a Womens Keyhole Neck Short Sleeve Peasant Top,top,8420369,08/18/2020 19:11:12,a.n.a Womens Keyhole Neck Short Sleeve Peasant Top - JCPenney,https://www.jcpenney.com/p/ana-womens-keyhole-neck-short-sleeve-peasant-top/ppr5008003907?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$12.99,"fabric content: 60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
34,JCPenny,Liz Claiborne Studio Womens V Neck Sleeveless Tunic Top,top,8140412,08/18/2020 19:11:17,Liz Claiborne Studio Womens V Neck Sleeveless Tunic Top - JCPenney,https://www.jcpenney.com/p/liz-claiborne-studio-womens-v-neck-sleeveless-tunic-top/ppr5007945324?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$37,fabric content: 100% polyester, , ,100% , , , , , , , , , , 
35,JCPenny,Liz Claiborne Womens Sleeveless Regular Fit Button-Down Shirt,top,8140424,08/18/2020 19:11:23,"Liz Claiborne Womens Sleeveless Regular Fit Button-Down Shirt, Color: Paris Red - JCPenney",https://www.jcpenney.com/p/liz-claiborne-womens-sleeveless-regular-fit-button-down-shirt/ppr5007945335?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$37,fabric content: 100% rayon, , , , ,100% , , , , , , , , 
36,JCPenny,St. John's Bay Womens Y Neck Sleeveless Blouse,top,8450517,08/18/2020 19:11:28,St. John's Bay Womens Y Neck Sleeveless Blouse - JCPenney,https://www.jcpenney.com/p/st-johns-bay-womens-y-neck-sleeveless-blouse/ppr5008004677?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$12.99,"fabric content: 95% rayon, 5% spandex", , , , ,95% , ,5% , , , , , , 
37,JCPenny,a.n.a Petite-Womens Crew Neck Sleeveless T-Shirt,top,7620245,08/18/2020 19:11:34,"a.n.a Petite-Womens Crew Neck Sleeveless T-Shirt, Color: Blue Wave Stripe - JCPenney",https://www.jcpenney.com/p/ana-petite-womens-crew-neck-sleeveless-t-shirt/ppr5008003904?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new%7Cpetite&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1,$12.99,"fabric content: 52% cotton, 48% polyester", ,52% ,48% , , , , , , , , , , 
38,JCPenny,Nike Womens Scoop Neck Sleeveless Tank Top,top,8340506,08/18/2020 19:11:40,Nike Womens Scoop Neck Sleeveless Tank Top - JCPenney,https://www.jcpenney.com/p/nike-womens-scoop-neck-sleeveless-tank-top/ppr5007917236?pTmplType=regular&deptId=dept20000013&catId=cat100210006&urlState=%2Fg%2Fwomen%2Fwomens-tops%3Fid%3Dcat100210006&productGridView=medium&badge=new&cm_re=ZI-_-DEPARTMENT-_-VN-_-DEPT-WOMENS-X2-1-_-TOPS-_-DESKTOP_1, ,fabric content: 100% cotton, ,100% , , , , , , , , , , , 
