,Brand,Name,Type,ID,Time of Extraction,PageTitle,PageUrl,Price,Composition,Leather,Cotton,Polyester,Acrylic,Rayon,Modal,Spandex,Nylon,Polyamide,Viscose,Elastane,linen,Lyocell
14,American Eagle,AE The Dream Jean Curvy High-Waisted Jegging,bottoms,3439-2941,08/18/2020 14:56:12,AE The Dream Jean Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/high-waisted-jeans/curvy-high-waisted-jegging/ae-the-dream-jean-curvy-high-waisted-jegging/3439_2941_958?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$69.95,"73% cotton, 23% polyester, 4% elastane", ,73% ,23% , , , , , , , ,4% , , 
15,American Eagle,AE Ne(x)t Level Curvy Super High-Waisted Jegging,other,3439-2287,08/18/2020 14:56:22,AE Ne(x)t Level Curvy Super High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-super-high-waisted-jegging/ae-ne-x-t-level-curvy-super-high-waisted-jegging/3439_2287_110?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$49.95,"88% cotton, 9% t400, 3% elastane", ,88% , , , , , , , , ,3% , , 
16,American Eagle,AE Curvy Super High-Waisted Flare Jean,bottoms,4434-2763,08/18/2020 14:56:32,AE Curvy Super High-Waisted Flare Jean,https://www.ae.com/us/en/p/women/curvy-jeans/curvy-super-high-waisted-flare-jeans/ae-curvy-super-high-waisted-flare-jean/4434_2763_524?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$59.95,"92% cotton, 7% polyester, 1% elastane", ,92% ,7% , , , , , , , ,1% , , 
17,American Eagle,AE The Dream Jean Curvy High-Waisted Jegging,bottoms,3439-2932,08/18/2020 14:56:43,AE The Dream Jean Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/high-waisted-jeans/curvy-high-waisted-jegging/ae-the-dream-jean-curvy-high-waisted-jegging/3439_2932_977?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$79.95,"73% cotton, 23% polyester, 4% elastane", ,73% ,23% , , , , , , , ,4% , , 
18,American Eagle,AE The Lu(x)e Jean Curvy High-Waisted Jegging,bottoms,3439-2933,08/18/2020 14:56:51,AE The Lu(x)e Jean Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/curvy-jeans/curvy-high-waisted-jegging/ae-the-lu-x-e-jean-curvy-high-waisted-jegging/3439_2933_950?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$79.95,"90% cotton, 6% polyester, 4% elastane", ,90% ,6% , , , , , , , ,4% , , 
19,American Eagle,AE Stretch Curvy Mom Jean,bottoms,4433-2696,08/18/2020 14:56:59,AE Stretch Curvy Mom Jean,https://www.ae.com/us/en/p/women/high-waisted-jeans/curvy-mom-jeans/ae-stretch-curvy-mom-jean/4433_2696_914?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$49.95,"79% cotton, 10% modal, 10% polyester, 1% elastane", ,79% ,10% , , ,10% , , , , ,1% , , 
20,American Eagle,AE The Dream Jean Curvy Jegging,bottoms,4438-2930,08/18/2020 14:57:07,AE The Dream Jean Curvy Jegging,https://www.ae.com/us/en/p/women/curvy-jeans/curvy-jegging/ae-the-dream-jean-curvy-jegging/4438_2930_991?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$69.95,"84% cotton, 10% polyester, 6% elastane", ,84% ,10% , , , , , , , ,6% , , 
21,American Eagle,AE Ne(x)t Level Curvy High-Waisted Jegging,other,3439-2788,08/18/2020 14:57:16,AE Ne(x)t Level Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/high-waisted-jeans/curvy-high-waisted-jegging/ae-ne-x-t-level-curvy-high-waisted-jegging/3439_2788_876?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$69.95,"71% cotton, 21% viscose, 7% polyester, 1% elastane", ,71% ,7% , , , , , , ,21% ,1% , , 
22,American Eagle,AE The Dream Jean Curvy High-Waisted Jegging,bottoms,3439-2918,08/18/2020 14:57:24,AE The Dream Jean Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-high-waisted-jegging/ae-the-dream-jean-curvy-high-waisted-jegging/3439_2918_919?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$69.95,"84% cotton, 10% polyester, 6% elastane", ,84% ,10% , , , , , , , ,6% , , 
23,American Eagle,AE The Lu(x)e Jean Curvy Super High-Waisted Jegging,bottoms,4430-2795,08/18/2020 14:57:32,AE The Lu(x)e Jean Curvy Super High-Waisted Jegging,https://www.ae.com/us/en/p/women/high-waisted-jeans/curvy-super-high-waisted-jegging/ae-the-lu-x-e-jean-curvy-super-high-waisted-jegging/4430_2795_950?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$79.95,"90% cotton, 6% polyester, 4% elastane", ,90% ,6% , , , , , , , ,4% , , 
24,American Eagle,AE Ne(x)t Level Curvy Super High-Waisted Jegging,other,4430-2796,08/18/2020 14:57:42,AE Ne(x)t Level Curvy Super High-Waisted Jegging,https://www.ae.com/us/en/p/women/high-waisted-jeans/curvy-super-high-waisted-jegging/ae-ne-x-t-level-curvy-super-high-waisted-jegging/4430_2796_469?isFiltered=false&nvid=plp%3Acat6430042&menu=cat4840004,$59.95,"80% cotton, 12% polyester, 6% viscose, 2% elastane", ,80% ,12% , , , , , , ,6% ,2% , , 
25,American Eagle,AE Slim Boyfriend Fleece Jogger,bottoms,0329-4323,08/18/2020 14:57:53,AE Slim Boyfriend Fleece Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-slim-boyfriend-fleece-jogger/0329_4323_024?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
26,American Eagle,AE Forever Fleece Slim Boyfriend Jogger,bottoms,0329-4417,08/18/2020 14:58:01,AE Forever Fleece Slim Boyfriend Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-forever-fleece-slim-boyfriend-jogger/0329_4417_020?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$49.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
27,American Eagle,AE Plush Super High-Waisted Boyfriend Jogger Pant,bottoms,0424-1272,08/18/2020 14:58:10,AE Plush Super High-Waisted Boyfriend Jogger Pant,https://www.ae.com/us/en/p/women/leggings/ae-leggings/ae-plush-super-high-waisted-boyfriend-jogger-pant/0424_1272_041?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"84% viscose, 13% polyester, 3% elastane", , ,13% , , , , , , ,84% ,3% , , 
28,American Eagle,AE High-Waisted Everywhere Jogger,bottoms,0329-4298,08/18/2020 14:58:18,AE High-Waisted Everywhere Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-high-waisted-everywhere-jogger/0329_4298_020?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"90% polyester, 10% elastane", , ,90% , , , , , , , ,10% , , 
29,American Eagle,AE Forever Fleece Slim Boyfriend Jogger,bottoms,0329-4099,08/18/2020 14:58:28,AE Forever Fleece Slim Boyfriend Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-forever-fleece-slim-boyfriend-jogger/0329_4099_001?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
30,American Eagle,AE Plush Super High-Waisted Boyfriend Jogger Pant,bottoms,0424-1272,08/18/2020 14:58:38,AE Plush Super High-Waisted Boyfriend Jogger Pant,https://www.ae.com/us/en/p/women/leggings/ae-leggings/ae-plush-super-high-waisted-boyfriend-jogger-pant/0424_1272_400?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"84% viscose, 13% polyester, 3% elastane", , ,13% , , , , , , ,84% ,3% , , 
31,American Eagle,AE High-Waisted Fleece Waffle Jogger,bottoms,0329-4190,08/18/2020 14:58:47,AE High-Waisted Fleece Waffle Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-high-waisted-fleece-waffle-jogger/0329_4190_073?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"68% polyester, 29% rayon, 3% elastane", , ,68% , ,29% , , , , , ,3% , , 
32,American Eagle,AE Slim Boyfriend Fleece Jogger,bottoms,0329-4322,08/18/2020 14:58:55,AE Slim Boyfriend Fleece Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-slim-boyfriend-fleece-jogger/0329_4322_006?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
33,American Eagle,AE Slim Boyfriend Fleece Jogger,bottoms,0329-4323,08/18/2020 14:59:02,AE Slim Boyfriend Fleece Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-slim-boyfriend-fleece-jogger/0329_4323_211?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
34,American Eagle,AE High-Waisted Camo Everywhere Jogger,bottoms,0329-4352,08/18/2020 14:59:11,AE High-Waisted Camo Everywhere Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-high-waisted-camo-everywhere-jogger/0329_4352_329?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$49.95,"90% polyester, 10% elastane", , ,90% , , , , , , , ,10% , , 
35,American Eagle,AE High-Waisted Nylon Windbreaker Pant,bottoms,0329-3965,08/18/2020 14:59:18,AE High-Waisted Nylon Windbreaker Pant,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-high-waisted-nylon-windbreaker-pant/0329_3965_580?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$49.95,100% nylon, , , , , , , ,100% , , , , , 
36,American Eagle,AE High-Waisted Everywhere Jogger,bottoms,0329-4298,08/18/2020 14:59:24,AE High-Waisted Everywhere Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-high-waisted-everywhere-jogger/0329_4298_029?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"90% polyester, 10% elastane", , ,90% , , , , , , , ,10% , , 
37,American Eagle,AE High-Waisted Fleece Waffle Jogger,bottoms,0329-4190,08/18/2020 14:59:35,AE High-Waisted Fleece Waffle Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-high-waisted-fleece-waffle-jogger/0329_4190_400?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"68% polyester, 29% rayon, 3% elastane", , ,68% , ,29% , , , , , ,3% , , 
38,American Eagle,AE Forever Fleece Slim Boyfriend Jogger,bottoms,0329-4099,08/18/2020 14:59:42,AE Forever Fleece Slim Boyfriend Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-forever-fleece-slim-boyfriend-jogger/0329_4099_006?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
39,American Eagle,AE Slim Boyfriend Fleece Jogger,bottoms,0329-4312,08/18/2020 14:59:49,AE Slim Boyfriend Fleece Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-slim-boyfriend-fleece-jogger/0329_4312_900?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
40,American Eagle,AE Forever Fleece Slim Boyfriend Tie Dye Jogger,bottoms,0329-4177,08/18/2020 14:59:55,AE Forever Fleece Slim Boyfriend Tie Dye Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-forever-fleece-slim-boyfriend-tie-dye-jogger/0329_4177_024?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
41,American Eagle,AE Forever Fleece Slim Boyfriend Jogger,bottoms,0329-4099,08/18/2020 15:00:01,AE Forever Fleece Slim Boyfriend Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-forever-fleece-slim-boyfriend-jogger/0329_4099_106?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
42,American Eagle,AE High-Waisted Everywhere Jogger,bottoms,0329-4298,08/18/2020 15:00:07,AE High-Waisted Everywhere Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-high-waisted-everywhere-jogger/0329_4298_001?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"90% polyester, 10% elastane", , ,90% , , , , , , , ,10% , , 
43,American Eagle,AE Slouchy Boyfriend Fleece Jogger,bottoms,0329-4219,08/18/2020 15:00:14,AE Slouchy Boyfriend Fleece Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-slouchy-boyfriend-fleece-jogger/0329_4219_020?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"52% polyester, 28% cotton, 17% viscose, 3% elastane", ,28% ,52% , , , , , , ,17% ,3% , , 
44,American Eagle,AE Forever Fleece Slim Boyfriend Jogger,bottoms,0329-4417,08/18/2020 15:00:22,AE Forever Fleece Slim Boyfriend Jogger,https://www.ae.com/us/en/p/women/joggers-sweatpants/fleece-joggers/ae-forever-fleece-slim-boyfriend-jogger/0329_4417_309?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$49.95,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
45,American Eagle,AE Slouchy Boyfriend Fleece Jogger,bottoms,0329-4219,08/18/2020 15:00:28,AE Slouchy Boyfriend Fleece Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-slouchy-boyfriend-fleece-jogger/0329_4219_395?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$39.95,"52% polyester, 28% cotton, 17% viscose, 3% elastane", ,28% ,52% , , , , , , ,17% ,3% , , 
46,American Eagle,AE High-Waisted Lounge Jogger,bottoms,0322-4239,08/18/2020 15:00:37,AE High-Waisted Lounge Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-high-waisted-lounge-jogger/0322_4239_532?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$49.95,100% tencel, , , , , , , , , , , , , 
47,American Eagle,AE High-Waisted Lounge Jogger,bottoms,0322-4317,08/18/2020 15:00:44,AE High-Waisted Lounge Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-high-waisted-lounge-jogger/0322_4317_329?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$49.95,100% tencel, , , , , , , , , , , , , 
48,American Eagle,AE High-Waisted Lounge Jogger,bottoms,0322-4152,08/18/2020 15:00:50,AE High-Waisted Lounge Jogger,https://www.ae.com/us/en/p/women/loungewear/bottoms/ae-high-waisted-lounge-jogger/0322_4152_400?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$49.95,100% tencel, , , , , , , , , , , , , 
49,American Eagle,AE Ne(x)t Level High-Waisted Jegging Jogger,bottoms,0327-4112,08/18/2020 15:00:58,AE Ne(x)t Level High-Waisted Jegging Jogger,https://www.ae.com/us/en/p/women/pants/jegging-joggers/ae-ne-x-t-level-high-waisted-jegging-jogger/0327_4112_966?isFiltered=false&nvid=plp%3Acat7010091&menu=cat4840004,$59.95,"53% cotton, 39% viscose, 6% polyester, 2% elastane", ,53% ,6% , , , , , , ,39% ,2% , , 
50,American Eagle,AE Curvy Super High-Waisted Jegging,other,0323-4169,08/18/2020 15:01:05,AE Curvy Super High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-super-high-waisted-jeggings/ae-curvy-super-high-waisted-jegging/0323_4169_347?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 24% rayon, 19% tencel, 4% elastane", ,53% , , ,24% , , , , , ,4% , , 
51,American Eagle,AE The Dream Jean Curvy High-Waisted Jegging,bottoms,3439-2918,08/18/2020 15:01:11,AE The Dream Jean Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-high-waisted-jegging/ae-the-dream-jean-curvy-high-waisted-jegging/3439_2918_919?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$69.95,"84% cotton, 10% polyester, 6% elastane", ,84% ,10% , , , , , , , ,6% , , 
52,American Eagle,AE Curvy High-Waisted Jegging,other,0323-4230,08/18/2020 15:01:17,AE Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-high-waisted-jegging/ae-curvy-high-waisted-jegging/0323_4230_182?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 24% rayon, 19% tencel, 4% elastane", ,53% , , ,24% , , , , , ,4% , , 
53,American Eagle,AE The Lu(X)e Jean Curvy High-Waisted Jegging,bottoms,0323-4121,08/18/2020 15:01:24,AE The Lu(X)e Jean Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-high-waisted-jegging/ae-the-lu-x-e-jean-curvy-high-waisted-jegging/0323_4121_001?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$79.95,"90% cotton, 6% polyester, 4% lycra", ,90% ,6% , , , , , , , , , , 
54,American Eagle,AE Ne(x)t Level Curvy High-Waisted Jegging,other,0323-4174,08/18/2020 15:01:33,AE Ne(x)t Level Curvy High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-high-waisted-jegging/ae-ne-x-t-level-curvy-high-waisted-jegging/0323_4174_329?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 24% rayon, 19% tencel, 4% elastane", ,53% , , ,24% , , , , , ,4% , , 
55,American Eagle,AE Curvy High-Waisted Corduroy Jegging,other,0323-4316,08/18/2020 15:01:40,AE Curvy High-Waisted Corduroy Jegging,https://www.ae.com/us/en/p/women/jegging/curvy-high-waisted-jegging/ae-curvy-high-waisted-corduroy-jegging/0323_4316_613?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"87% cotton, 11% polyester, 2% elastane", ,87% ,11% , , , , , , , ,2% , , 
56,American Eagle,AE Knit X Jegging,other,0327-2668,08/18/2020 15:01:47,AE Knit X Jegging,https://www.ae.com/us/en/p/jeans/women-s-jean-trends/black-jeans/ae-knit-x-jegging/0327_2668_073?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"62% cotton, 21% modal, 13% lyocell, 4% elastane", ,62% , , , ,21% , , , , ,4% , ,13% 
57,American Eagle,AE High-Waisted Jegging,other,0327-2777,08/18/2020 15:01:54,AE High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/high-waisted-jegging/ae-high-waisted-jegging/0327_2777_001?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 24% viscose, 19% lyocell, 4% elastane", ,53% , , , , , , , ,24% ,4% , ,19% 
58,American Eagle,AE Ne(x)t Level Super High-Waisted Jegging,other,0326-3960,08/18/2020 15:02:04,AE Ne(x)t Level Super High-Waisted Jegging,https://www.ae.com/us/en/p/women/bottoms/our-faves/ae-ne-x-t-level-super-high-waisted-jegging/0326_3960_067?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$69.95,"85% cotton, 13% polyester, 2% elastane", ,85% ,13% , , , , , , , ,2% , , 
59,American Eagle,AE High-Waisted Jegging Jogger,bottoms,0327-4030,08/18/2020 15:02:11,AE High-Waisted Jegging Jogger,https://www.ae.com/us/en/p/women/pants/jegging-joggers/ae-high-waisted-jegging-jogger/0327_4030_016?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 24% viscose, 19% lyocell, 4% elastane", ,53% , , , , , , , ,24% ,4% , ,19% 
60,American Eagle,AE Knit X High-Waisted Jegging,other,0327-3152,08/18/2020 15:02:19,AE Knit X High-Waisted Jegging,https://www.ae.com/us/en/p/jeans/women-s-jean-trends/black-jeans/ae-knit-x-high-waisted-jegging/0327_3152_001?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"75% cotton, 21% polyester, 4% elastane", ,75% ,21% , , , , , , , ,4% , , 
61,American Eagle,AE Highest Waist Jegging,other,0327-4016,08/18/2020 15:02:27,AE Highest Waist Jegging,https://www.ae.com/us/en/p/women/high-waisted-jeans/highest-waist-jegging/ae-highest-waist-jegging/0327_4016_002?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 24% viscose, 19% lyocell, 4% elastane", ,53% , , , , , , , ,24% ,4% , ,19% 
62,American Eagle,AE High-Waisted Jegging,other,0327-2777,08/18/2020 15:02:33,AE High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/high-waisted-jegging/ae-high-waisted-jegging/0327_2777_273?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 24% viscose, 19% lyocell, 4% elastane", ,53% , , , , , , , ,24% ,4% , ,19% 
63,American Eagle,AE Ne(x)t Level High-Waisted Jegging Jogger,bottoms,0327-4112,08/18/2020 15:02:41,AE Ne(x)t Level High-Waisted Jegging Jogger,https://www.ae.com/us/en/p/women/pants/jegging-joggers/ae-ne-x-t-level-high-waisted-jegging-jogger/0327_4112_966?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 39% viscose, 6% polyester, 2% elastane", ,53% ,6% , , , , , , ,39% ,2% , , 
64,American Eagle,AE Ne(x)t Level High-Waisted Jegging Crop,other,0325-3981,08/18/2020 15:02:49,AE Ne(x)t Level High-Waisted Jegging Crop,https://www.ae.com/us/en/p/women/jegging/high-waisted-jegging-crop/ae-ne-x-t-level-high-waisted-jegging-crop/0325_3981_211?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 39% viscose, 6% polyester, 2% elastane", ,53% ,6% , , , , , , ,39% ,2% , , 
65,American Eagle,AE NE(x)t Level High-Waisted Jegging Jogger,bottoms,0327-4113,08/18/2020 15:02:55,AE NE(x)t Level High-Waisted Jegging Jogger,https://www.ae.com/us/en/p/women/pants/jegging-joggers/ae-ne-x-t-level-high-waisted-jegging-jogger/0327_4113_329?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 39% viscose, 6% polyester, 2% elastane", ,53% ,6% , , , , , , ,39% ,2% , , 
66,American Eagle,AE High-Waisted Jegging Jogger,bottoms,0327-4030,08/18/2020 15:03:04,AE High-Waisted Jegging Jogger,https://www.ae.com/us/en/p/women/pants/jegging-joggers/ae-high-waisted-jegging-jogger/0327_4030_309?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 24% viscose, 19% lyocell, 4% elastane", ,53% , , , , , , , ,24% ,4% , ,19% 
67,American Eagle,AE Ne(x)t Level Jegging,other,0327-4058,08/18/2020 15:03:11,AE Ne(x)t Level Jegging,https://www.ae.com/us/en/p/women/jegging/jegging/ae-ne-x-t-level-jegging/0327_4058_016?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 39% viscose, 6% polyester, 2% elastane", ,53% ,6% , , , , , , ,39% ,2% , , 
68,American Eagle,AE Super High-Waisted Jegging,other,0327-3805,08/18/2020 15:03:17,AE Super High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/super-high-waisted-jegging/ae-super-high-waisted-jegging/0327_3805_223?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 24% rayon, 19% tencel, 4% lycra", ,53% , , ,24% , , , , , , , , 
69,American Eagle,AE Ne(x)t Level High-Waisted Jegging Crop,other,0325-3914,08/18/2020 15:03:25,AE Ne(x)t Level High-Waisted Jegging Crop,https://www.ae.com/us/en/p/women/jegging/high-waisted-jegging-crop/ae-ne-x-t-level-high-waisted-jegging-crop/0325_3914_016?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$59.95,"53% cotton, 39% rayon, 6% polyester, 2% elastane", ,53% ,6% , ,39% , , , , , ,2% , , 
70,American Eagle,AE Ne(x)t Level Super High-Waisted Jegging Crop,other,0325-4127,08/18/2020 15:03:31,AE Ne(x)t Level Super High-Waisted Jegging Crop,https://www.ae.com/us/en/p/women/jegging/super-high-waisted-jegging-crop/ae-ne-x-t-level-super-high-waisted-jegging-crop/0325_4127_001?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"60% cotton, 23% polyester, 11% viscose, 6% elastane", ,60% ,23% , , , , , , ,11% ,6% , , 
71,American Eagle,AE Ne(x)t Level High-Waisted Jegging,other,0327-3740,08/18/2020 15:03:38,AE Ne(x)t Level High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/high-waisted-jegging/ae-ne-x-t-level-high-waisted-jegging/0327_3740_272?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$69.95,"53% cotton, 39% viscose, 6% polyester, 2% elastane", ,53% ,6% , , , , , , ,39% ,2% , , 
72,American Eagle,AE 360 Ne(x)t Level High-Waisted Jegging,other,0327-3927,08/18/2020 15:03:46,AE 360 Ne(x)t Level High-Waisted Jegging,https://www.ae.com/us/en/p/women/jegging/high-waisted-jegging/ae-360-ne-x-t-level-high-waisted-jegging/0327_3927_410?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"67% cotton, 22% rayon, 7% polyester, 4% lycra", ,67% ,7% , ,22% , , , , , , , , 
73,American Eagle,AE Highest Waist Jegging,other,0327-4165,08/18/2020 15:03:52,AE Highest Waist Jegging,https://www.ae.com/us/en/p/women/high-waisted-jeans/highest-waist-jegging/ae-highest-waist-jegging/0327_4165_016?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 24% viscose, 19% lyocell, 4% elastane", ,53% , , , , , , , ,24% ,4% , ,19% 
74,American Eagle,AE Jegging,other,0327-2584,08/18/2020 15:03:58,AE Jegging,https://www.ae.com/us/en/p/jeans/women-s-jean-trends/colored-jeans/ae-jegging/0327_2584_273?isFiltered=false&nvid=plp%3Acat90034&menu=cat4840004,$49.95,"53% cotton, 24% viscose, 19% tencel, 4% lycra", ,53% , , , , , , , ,24% , , , 
75,American Eagle,AE Ne(x)t Level Curvy High-Waisted Short Short,bottoms,0545-6021,08/18/2020 15:04:07,AE Ne(x)t Level Curvy High-Waisted Short Short,https://www.ae.com/us/en/p/women/curvy-shorts/curvy-high-waisted-short-shorts/ae-ne-x-t-level-curvy-high-waisted-short-short/0545_6021_521?isFiltered=false&nvid=plp%3Acat380159&menu=cat4840004,$59.95,"71% cotton, 26% polyester, 3% elastane", ,71% ,26% , , , , , , , ,3% , , 
76,American Eagle,AE Ne(x)t Level Curvy Super High-Waisted Short Short,bottoms,0546-5994,08/18/2020 15:04:13,AE Ne(x)t Level Curvy Super High-Waisted Short Short,https://www.ae.com/us/en/p/women/short-shorts/curvy-super-high-waisted-short-shorts/ae-ne-x-t-level-curvy-super-high-waisted-short-short/0546_5994_979?isFiltered=false&nvid=plp%3Acat380159&menu=cat4840004,$39.95,"71% cotton, 26% polyester, 3% elastane", ,71% ,26% , , , , , , , ,3% , , 
